"Protein","Gene","Description","GeneSymbol","Ctrl.Rep1","Ctrl.Rep2","Ctrl.Rep3","Ctrl.Rep4","ER.Rep1","ER.Rep2","ER.Rep3","ER.Rep4","IGG.Ctrl","IGG.ER","IGG.Mixed","Unique_Peptides","logFC","AveExpr","t","P.Value","adj.P.Val","B","controlLogFoldChange"
"O75955","FLOT1_HUMAN","Flotillin-1","FLOT1",8.95,9.14,9.06,9.12,9.08,9.14,9.05,9.11,7.76,7.72,7.68,5,0.03,8.70967116882899,0.32,0.75,0.91,-4.74,1.37772086326828
"Q8TEX9","IPO4_HUMAN","Importin-4 (Imp4) (Importin-4b) (Imp4b) (Ran-binding protein 4) (RanBP4)","IPO4",6.36,6.85,6.92,6.73,6.48,6.77,6.91,6.5,5.07,5.18,5.44,2,-0.05,6.2916650602343,-0.32,0.75,0.91,-4.74,1.48282270268512
"P15927","RFA2_HUMAN","Replication protein A 32 kDa subunit (RP-A p32) (Replication factor A protein 2) (RF-A protein 2) (Replication protein A 34 kDa subunit) (RP-A p34)","RPA2",6.44,6.56,7.07,6.61,6.23,6.75,6.8,6.67,4.5,4.63,4.83,2,-0.06,6.09818302082476,-0.32,0.75,0.91,-4.74,2.01329417118917
"Q99426","TBCB_HUMAN","Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B)","TBCB",6.57,7.01,7.82,7.34,6.9,7.12,7.79,7.26,5.22,5.19,5.19,2,0.08,6.67340260252514,0.32,0.76,0.91,-4.74,2.07053399763216
"P08133","ANXA6_HUMAN","Annexin A6 (67 kDa calelectrin) (Annexin VI) (Annexin-6) (Calphobindin-II) (CPB-II) (Chromobindin-20) (Lipocortin VI) (Protein III) (p68) (p70)","ANXA6",7.5,7.17,6.96,7.15,7.19,7.11,7,7.3,5.45,5.77,5.49,3,-0.04,6.73541232932068,-0.31,0.76,0.91,-4.74,1.62193584703151
"P62750","RL23A_HUMAN","60S ribosomal protein L23a (Large ribosomal subunit protein uL23)","RPL23A",10.82,10.67,10.33,10.48,10.64,10.39,10.64,10.44,9.42,8.94,9.25,10,-0.04,10.1845406575431,-0.31,0.76,0.91,-4.74,1.36896272696105
"Q92599","SEPT8_HUMAN","Septin-8","SEPT8",7.33,7.39,7.13,7.51,7.27,7.32,7.21,7.41,6.22,6.23,6.11,3,-0.03,7.01062563081162,-0.31,0.76,0.91,-4.75,1.15092276619998
"Q6PKG0","LARP1_HUMAN","La-related protein 1 (La ribonucleoprotein domain family member 1)","LARP1",6.91,7.15,7.27,6.82,6.98,6.94,7.37,7.03,5.52,5.78,5.73,3,0.04,6.68203157426132,0.31,0.76,0.91,-4.75,1.40274433435849
"Q8IWX8","CHERP_HUMAN","Calcium homeostasis endoplasmic reticulum protein (ERPROT 213-21) (SR-related CTD-associated factor 6)","CHERP",7.41,7.29,7.07,7.22,7.14,7.28,7.11,7.29,6.12,6.72,6.26,2,-0.04,6.99279763787964,-0.31,0.76,0.91,-4.75,0.884428319440264
"Q14103","HNRPD_HUMAN","Heterogeneous nuclear ribonucleoprotein D0 (hnRNP D0) (AU-rich element RNA-binding protein 1)","HNRNPD",10.66,10.61,10.66,10.66,10.58,10.49,10.79,10.61,9.14,8.95,8.95,13,-0.03,10.1906913612146,-0.31,0.76,0.91,-4.75,1.63664351592575
"Q49A26","GLYR1_HUMAN","Putative oxidoreductase GLYR1 (EC 1.-.-.-) (3-hydroxyisobutyrate dehydrogenase-like protein) (Cytokine-like nuclear factor N-PAC) (Glyoxylate reductase 1 homolog) (Nuclear protein NP60) (Nuclear protein of 60 kDa)","GLYR1",7.88,7.72,7.83,7.75,7.73,7.84,7.75,7.75,6.27,6.4,6.27,2,-0.03,7.38155009064315,-0.31,0.76,0.91,-4.75,1.48510103759791
"Q13823","NOG2_HUMAN","Nucleolar GTP-binding protein 2 (Autoantigen NGP-1)","GNL2",6.97,5.74,4.56,5.99,5.68,5.6,5.89,5.62,4.52,4.83,4.5,1,-0.12,5.4456727568403,-0.31,0.76,0.91,-4.75,1.1985825533678
"P61970","NTF2_HUMAN","Nuclear transport factor 2 (NTF-2) (Placental protein 15) (PP15)","NUTF2",7.19,7.29,7.07,7.28,7.39,7.21,7.14,7.24,5.74,5.34,5.65,2,0.04,6.77694933764406,0.31,0.76,0.91,-4.75,1.67007951150688
"Q92733","PRCC_HUMAN","Proline-rich protein PRCC (Papillary renal cell carcinoma translocation-associated gene protein)","PRCC",5.55,5.39,5.53,5.56,5.19,5.54,5.51,5.54,3.56,2.81,3.94,1,-0.06,4.91947518779256,-0.31,0.76,0.91,-4.75,2.07129501582903
"Q9H7L9","SDS3_HUMAN","Sin3 histone deacetylase corepressor complex component SDS3 (45 kDa Sin3-associated polypeptide) (Suppressor of defective silencing 3 protein homolog)","SUDS3",6.09,6.4,6.66,6.58,6.31,6.48,6.58,6.55,4.32,4.06,3.81,1,0.05,5.80532049196669,0.31,0.77,0.91,-4.75,2.41708744222826
"Q5VZK9","CARL1_HUMAN","F-actin-uncapping protein LRRC16A (CARMIL homolog) (Capping protein regulator and myosin 1 linker protein 1) (Capping protein, Arp2/3 and myosin-I linker homolog 1) (Capping protein, Arp2/3 and myosin-I linker protein 1) (Leucine-rich repeat-containing protein 16A)","CARMIL1",3.51,3.67,3.45,3.7,3.61,3.97,3.71,3.27,2.47,2.26,2.15,1,0.06,3.25119486382351,0.3,0.77,0.91,-4.75,1.34429057180671
"Q01844","EWS_HUMAN","RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein)","EWSR1",9.12,8.84,8.59,8.85,9.28,8.78,8.65,8.87,7.03,6.81,6.97,3,0.05,8.34500364337973,0.3,0.77,0.91,-4.75,1.95705951771913
"Q04760","LGUL_HUMAN","Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)","GLO1",3.02,3.71,4.39,3.43,3.7,3.46,3.88,3.18,2.4,2.3,2.1,1,-0.08,3.23387447201167,-0.3,0.77,0.91,-4.75,1.37231722685761
"Q8NI36","WDR36_HUMAN","WD repeat-containing protein 36 (T-cell activation WD repeat-containing protein) (TA-WDRP)","WDR36",8.33,7.96,7.85,8.16,8.2,8.01,7.8,8.12,6.51,6.69,6.78,4,-0.04,7.67276087765058,-0.3,0.77,0.91,-4.75,1.41763534884628
"Q01105","SET_HUMAN","Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I)","SET",6.79,6.35,6.43,6.48,6.75,6.56,5.81,6.67,5,5.57,5.25,2,-0.06,6.14991094533214,-0.3,0.77,0.91,-4.75,1.23957662731142
"P18206","VINC_HUMAN","Vinculin (Metavinculin) (MV)","VCL",7.87,7.54,7.39,7.46,7.53,7.47,7.51,7.6,6.31,6.18,6.39,2,-0.04,7.20363502827953,-0.3,0.77,0.91,-4.75,1.271047463671
"Q9NWV4","CA123_HUMAN","UPF0587 protein C1orf123","C1orf123",3.21,4.08,4.53,4.32,3.9,3.8,4.07,4.01,1.73,2.84,2.32,1,-0.09,3.52827342521906,-0.3,0.77,0.91,-4.75,1.73643595873038
"Q9NTZ6","RBM12_HUMAN","RNA-binding protein 12 (RNA-binding motif protein 12) (SH3/WW domain anchor protein in the nucleus) (SWAN)","RBM12",8.28,8.59,8.63,8.68,8.62,8.6,8.54,8.58,6.97,7.44,6.99,5,0.04,8.17271023755099,0.3,0.77,0.91,-4.75,1.45078770636615
"Q9Y6A4","CFA20_HUMAN","Cilia- and flagella-associated protein 20 (Basal body up-regulated protein 22) (Transcription factor IIB)","CFAP20",4.35,4.61,4.94,4.35,4.08,4.64,4.7,5.1,2.6,3.05,2.62,1,0.07,4.09418874927419,0.3,0.77,0.92,-4.75,1.87316324004731
"Q9BRP8","PYM1_HUMAN","Partner of Y14 and mago (PYM homolog 1 exon junction complex-associated factor) (Protein wibg homolog)","PYM1",6.39,6.15,6.15,5.93,6.23,5.98,6.31,6.28,5.04,4.97,5.51,1,0.05,5.90266081637602,0.29,0.78,0.92,-4.75,1.02515336626543
"Q9BUJ2","HNRL1_HUMAN","Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Adenovirus early region 1B-associated protein 5) (E1B-55 kDa-associated protein 5) (E1B-AP5)","HNRNPUL1",10.36,10.31,10.03,10.34,10.38,10.27,10.17,10.34,8.64,8.58,8.63,17,0.03,9.82374553950019,0.29,0.78,0.92,-4.75,1.6739607970909
"P46940","IQGA1_HUMAN","Ras GTPase-activating-like protein IQGAP1 (p195)","IQGAP1",10.01,9.85,9.55,9.78,9.85,9.7,9.71,9.79,8.6,8.73,8.62,16,-0.03,9.47166402923628,-0.29,0.78,0.92,-4.75,1.14639390209154
"P49023","PAXI_HUMAN","Paxillin","PXN",9.54,9.32,9.57,9.24,9.42,9.32,9.5,9.31,7.83,8,7.87,6,-0.03,8.99257288097383,-0.29,0.78,0.92,-4.75,1.51788705078492
"P10809","CH60_HUMAN","60 kDa heat shock protein, mitochondrial (EC 3.6.4.9) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)","HSPD1",8.79,8.75,8.35,8.6,8.64,8.47,8.5,8.74,7.54,7.63,7.7,4,-0.03,8.33743875415446,-0.28,0.78,0.92,-4.75,1.00136575621494
"P41252","SYIC_HUMAN","Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IRS) (IleRS)","IARS",8.69,9.19,9.87,9.09,9.15,9.25,9.56,9.11,7.48,7.44,7.41,7,0.06,8.74829533322277,0.28,0.78,0.92,-4.75,1.82690559144672
"Q09028","RBBP4_HUMAN","Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48)","RBBP4",2.57,2.63,2.96,3.18,3.41,2.79,2.43,3.11,1.84,0,1.14,1,0.1,2.37001509923433,0.28,0.78,0.92,-4.75,1.94346026356593
"P50395","GDIB_HUMAN","Rab GDP dissociation inhibitor beta (Rab GDI beta) (Guanosine diphosphate dissociation inhibitor 2) (GDI-2)","GDI2",8.15,8.15,7.97,8.05,8.14,8.07,7.91,8.1,6.32,6.25,6.39,3,-0.03,7.59007989441768,-0.28,0.79,0.92,-4.75,1.76105499823012
"Q9BRZ2","TRI56_HUMAN","E3 ubiquitin-protein ligase TRIM56 (EC 2.3.2.27) (RING finger protein 109) (RING-type E3 ubiquitin transferase TRIM56) (Tripartite motif-containing protein 56)","TRIM56",5.54,4.94,4.65,4.54,4.5,4.64,5.35,4.9,3.1,2.66,3.2,1,-0.07,4.3650836825124,-0.28,0.79,0.92,-4.75,1.93169459186253
"P26599","PTBP1_HUMAN","Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I)","PTBP1",10.92,11.02,10.87,11.13,11.15,10.93,10.91,11.05,9.45,9.38,9.32,14,0.03,10.5575359598025,0.28,0.79,0.92,-4.75,1.62640125737129
"P26196","DDX6_HUMAN","Probable ATP-dependent RNA helicase DDX6 (EC 3.6.4.13) (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK)","DDX6",8.68,8.81,8.94,8.92,8.88,8.9,8.92,8.77,7.43,7.49,7.43,10,0.03,8.46997564667322,0.28,0.79,0.93,-4.75,1.41618036145966
"Q9ULV0","MYO5B_HUMAN","Unconventional myosin-Vb","MYO5B",4.57,4.72,5.07,4.78,4.69,4.85,4.59,4.85,3.28,3.14,2.76,1,-0.05,4.30059866371049,-0.28,0.79,0.93,-4.75,1.72564213563055
"P31949","S10AB_HUMAN","Protein S100-A11 (Calgizzarin) (Metastatic lymph node gene 70 protein) (MLN 70) (Protein S100-C) (S100 calcium-binding protein A11) [Cleaved into: Protein S100-A11, N-terminally processed]","S100A11",9.74,9.52,10.14,10.13,9.81,9.83,10.03,10.03,8.05,8.3,8.21,5,0.04,9.43605603643465,0.27,0.79,0.93,-4.75,1.73773786519507
"Q9Y265","RUVB1_HUMAN","RuvB-like 1 (EC 3.6.4.12) (49 kDa TATA box-binding protein-interacting protein) (49 kDa TBP-interacting protein) (54 kDa erythrocyte cytosolic protein) (ECP-54) (INO80 complex subunit H) (Nuclear matrix protein 238) (NMP 238) (Pontin 52) (TIP49a) (TIP60-associated protein 54-alpha) (TAP54-alpha)","RUVBL1",9.39,9.75,9.84,9.75,9.6,9.67,9.85,9.74,8.3,8.09,8.22,8,0.03,9.29102760785627,0.27,0.79,0.93,-4.75,1.51215124446897
"P38117","ETFB_HUMAN","Electron transfer flavoprotein subunit beta (Beta-ETF)","ETFB",5.87,6.24,6.2,6.49,6.36,6.12,6.2,6.29,5.31,5.8,5.2,1,0.05,6.00652482297778,0.27,0.79,0.93,-4.75,0.807647079170215
"Q8WVC0","LEO1_HUMAN","RNA polymerase-associated protein LEO1 (Replicative senescence down-regulated leo1-like protein)","LEO1",6.34,6.36,6.64,6.79,6.46,6.71,6.46,6.69,4.28,5.17,4.63,1,0.05,6.0489924100846,0.27,0.79,0.93,-4.75,1.8900955824588
"P62306","RUXF_HUMAN","Small nuclear ribonucleoprotein F (snRNP-F) (Sm protein F) (Sm-F) (SmF)","SNRPF",8.31,8.64,8.34,8.8,8.75,8.6,8.37,8.54,6.56,6.01,6.08,2,0.04,7.90762919501543,0.27,0.79,0.93,-4.75,2.34574020983219
"Q9NX63","MIC19_HUMAN","MICOS complex subunit MIC19 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 3)","CHCHD3",8.51,8.24,7.91,8.14,8.25,8.1,8.15,8.16,7.09,7.3,7.13,3,-0.03,7.90774191398456,-0.27,0.79,0.93,-4.75,1.02516184855143
"Q12933","TRAF2_HUMAN","TNF receptor-associated factor 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF2) (RING-type E3 ubiquitin transferase TRAF2) (Tumor necrosis factor type 2 receptor-associated protein 3)","TRAF2",7.03,7.15,7.16,7.07,7.12,7,7.19,7,5.34,5.27,5.4,1,-0.03,6.61239480208683,-0.27,0.79,0.93,-4.75,1.76679926900971
"P63104","1433Z_HUMAN","14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1)","YWHAZ",10.1,10.15,10.49,10.3,10.21,10.23,10.33,10.38,8.56,8.29,8.62,7,0.03,9.78673863291253,0.27,0.79,0.93,-4.75,1.79757338016387
"O94888","UBXN7_HUMAN","UBX domain-containing protein 7","UBXN7",5.21,5.73,5.96,5.97,5.98,5.65,5.62,5.81,3.98,4.37,4.35,1,0.05,5.33027580873607,0.27,0.8,0.93,-4.75,1.53457657179765
"Q15628","TRADD_HUMAN","Tumor necrosis factor receptor type 1-associated DEATH domain protein (TNFR1-associated DEATH domain protein) (TNFRSF1A-associated via death domain)","TRADD",6.31,6.72,6.2,6.67,6.78,6.39,6.39,6.51,5.44,5.66,5.22,2,0.04,6.20676252077812,0.26,0.8,0.93,-4.75,1.08083246176349
"P24534","EF1B_HUMAN","Elongation factor 1-beta (EF-1-beta)","EEF1B2",9.67,9.61,9.79,9.65,9.47,9.56,9.96,9.59,8.38,8.06,8.59,4,-0.04,9.30274103603074,-0.26,0.8,0.93,-4.75,1.34029571472759
"Q07955","SRSF1_HUMAN","Serine/arginine-rich splicing factor 1 (Alternative-splicing factor 1) (ASF-1) (Splicing factor, arginine/serine-rich 1) (pre-mRNA-splicing factor SF2, P33 subunit)","SRSF1",10.42,10.13,9.84,9.98,10.21,9.97,10.02,10.04,8.85,8.65,8.74,9,-0.03,9.71420687523931,-0.26,0.8,0.93,-4.75,1.34523055247572
"O15270","SPTC2_HUMAN","Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)","SPTLC2",2.79,3.22,3.13,3.08,2.96,2.74,3.1,2.96,2.42,0,2.5,1,-0.12,2.62725513632123,-0.26,0.8,0.93,-4.75,1.41396905183548
"Q9NZM1","MYOF_HUMAN","Myoferlin (Fer-1-like protein 3)","MYOF",9.72,9.92,9.75,9.85,9.91,9.81,9.79,9.83,8.5,8.47,8.49,12,0.02,9.46008145431042,0.26,0.8,0.93,-4.75,1.34621315981241
"Q13561","DCTN2_HUMAN","Dynactin subunit 2 (50 kDa dynein-associated polypeptide) (Dynactin complex 50 kDa subunit) (DCTN-50) (p50 dynamitin)","DCTN2",8.53,8.39,8.38,8.4,8.49,8.45,8.36,8.5,7.05,7.29,7.24,4,0.02,8.09657185930313,0.25,0.8,0.93,-4.75,1.25885662252942
"P16615","AT2A2_HUMAN","Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 3.6.3.8) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)","ATP2A2",7.5,7.94,8.27,7.92,7.76,7.97,8.24,7.82,6.36,6.06,6.26,4,0.04,7.46353484419176,0.25,0.8,0.93,-4.75,1.72476809502673
"Q6Y7W6","GGYF2_HUMAN","GRB10-interacting GYF protein 2 (PERQ amino acid-rich with GYF domain-containing protein 2) (Trinucleotide repeat-containing gene 15 protein)","GIGYF2",7.52,7.12,6.66,6.98,6.98,7.05,7,7.1,6.04,6.05,6.14,4,-0.04,6.78531398194858,-0.25,0.81,0.93,-4.75,0.992674865806006
"P18754","RCC1_HUMAN","Regulator of chromosome condensation (Cell cycle regulatory protein) (Chromosome condensation protein 1)","RCC1",9.18,9.18,9.36,9.23,9.24,9.22,9.27,9.31,7.34,7.41,7.31,6,0.02,8.73280470143479,0.25,0.81,0.93,-4.75,1.90553470077698
"Q7RTV0","PHF5A_HUMAN","PHD finger-like domain-containing protein 5A (PHD finger-like domain protein 5A) (Splicing factor 3B-associated 14 kDa protein) (SF3b14b)","PHF5A",8.37,8.18,7.99,8.38,8.19,8.34,7.99,8.28,7.1,7.1,6.95,3,-0.03,7.89606522452089,-0.25,0.81,0.94,-4.75,1.17749032486542
"P62316","SMD2_HUMAN","Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)","SNRPD2",9.73,9.63,9.34,9.57,9.58,9.53,9.49,9.57,8.3,8.12,7.99,5,-0.03,9.16918725163627,-0.25,0.81,0.94,-4.75,1.43412511527667
"O15042","SR140_HUMAN","U2 snRNP-associated SURP motif-containing protein (140 kDa Ser/Arg-rich domain protein) (U2-associated protein SR140)","U2SURP",8.44,8.34,8.67,8.52,8.48,8.56,8.39,8.41,7.38,7.71,7.48,5,-0.03,8.21551416743993,-0.25,0.81,0.94,-4.75,0.968244589328127
"Q9NP81","SYSM_HUMAN","Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (SerRSmt) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)","SARS2",7.19,5.61,3.58,5.09,5.44,5.27,4.94,5.27,3.91,4.05,3.93,1,-0.14,4.93412305320602,-0.24,0.81,0.94,-4.75,1.40456700516222
"Q9Y5Q9","TF3C3_HUMAN","General transcription factor 3C polypeptide 3 (Transcription factor IIIC 102 kDa subunit) (TFIIIC 102 kDa subunit) (TFIIIC102) (Transcription factor IIIC subunit gamma) (TF3C-gamma)","GTF3C3",6.5,6.54,6.96,6.66,6.44,6.78,6.58,6.74,4.51,4.73,4.63,3,-0.03,6.09813620007127,-0.24,0.81,0.94,-4.75,2.04329072544575
"O75400","PR40A_HUMAN","Pre-mRNA-processing factor 40 homolog A (Fas ligand-associated factor 1) (Formin-binding protein 11) (Formin-binding protein 3) (Huntingtin yeast partner A) (Huntingtin-interacting protein 10) (HIP-10) (Huntingtin-interacting protein A) (Renal carcinoma antigen NY-REN-6)","PRPF40A",9.12,8.85,8.89,9.04,9.04,8.94,8.86,8.94,7.78,8.08,7.76,8,-0.03,8.66280901422488,-0.24,0.81,0.94,-4.75,1.10035192104476
"Q9UN81","LORF1_HUMAN","LINE-1 retrotransposable element ORF1 protein (L1ORF1p) (LINE retrotransposable element 1) (LINE1 retrotransposable element 1)","L1RE1",6.2,5.96,5.46,5.69,5.84,5.79,5.78,5.7,4.91,3.93,4.61,1,-0.05,5.44392979786161,-0.24,0.81,0.94,-4.75,1.34169357548165
"P06702","S10A9_HUMAN","Protein S100-A9 (Calgranulin-B) (Calprotectin L1H subunit) (Leukocyte L1 complex heavy chain) (Migration inhibitory factor-related protein 14) (MRP-14) (p14) (S100 calcium-binding protein A9)","S100A9",5.01,7.54,8.16,6.82,7.23,7.76,6.34,6.77,6.58,6.55,5.24,2,0.14,6.72628930386973,0.24,0.81,0.94,-4.75,0.90386640262781
"Q9ULX6","AKP8L_HUMAN","A-kinase anchor protein 8-like (AKAP8-like protein) (Helicase A-binding protein 95) (HAP95) (Homologous to AKAP95 protein) (HA95) (Neighbor of A-kinase-anchoring protein 95) (Neighbor of AKAP95)","AKAP8L",2,2.14,2.16,2.75,2.29,1.81,2.33,2.29,1.57,0,1.63,1,-0.08,1.90642582603464,-0.24,0.81,0.94,-4.75,1.20056109477345
"O95785","WIZ_HUMAN","Protein Wiz (Widely-interspaced zinc finger-containing protein) (Zinc finger protein 803)","WIZ",6.18,6.01,6.53,6.15,6.05,6.4,6.38,6.19,4.34,4.57,4.27,2,0.04,5.73462783672615,0.24,0.81,0.94,-4.75,1.86064326003275
"Q14694","UBP10_HUMAN","Ubiquitin carboxyl-terminal hydrolase 10 (EC 3.4.19.12) (Deubiquitinating enzyme 10) (Ubiquitin thioesterase 10) (Ubiquitin-specific-processing protease 10)","USP10",7.32,6.96,7.16,6.63,6.79,7.11,7.17,6.84,5.49,5.33,5.14,4,-0.04,6.5412692399001,-0.24,0.82,0.94,-4.75,1.69625709297804
"Q8NFJ5","RAI3_HUMAN","Retinoic acid-induced protein 3 (G-protein coupled receptor family C group 5 member A) (Phorbol ester induced gene 1) (PEIG-1) (Retinoic acid-induced gene 1 protein) (RAIG-1)","GPRC5A",6.92,6.56,5.61,6.3,6.51,6.31,6.18,6.16,4.8,4.43,4.97,1,-0.06,5.88630636428346,-0.24,0.82,0.94,-4.75,1.61302738215758
"P41240","CSK_HUMAN","Tyrosine-protein kinase CSK (EC 2.7.10.2) (C-Src kinase) (Protein-tyrosine kinase CYL)","CSK",6.86,7.1,7.47,7.22,7.04,7.23,7.44,7.11,5.48,4.8,5.26,2,0.04,6.63648999719767,0.24,0.82,0.94,-4.75,2.02192163218701
"Q8WUM4","PDC6I_HUMAN","Programmed cell death 6-interacting protein (PDCD6-interacting protein) (ALG-2-interacting protein 1) (ALG-2-interacting protein X) (Hp95)","PDCD6IP",8.03,7.86,7.89,7.96,7.96,7.89,7.95,8.05,6.9,7.43,6.98,3,0.03,7.71845340703765,0.24,0.82,0.94,-4.75,0.860253962898338
"Q92541","RTF1_HUMAN","RNA polymerase-associated protein RTF1 homolog","RTF1",6.09,6.16,6.26,6.27,6.15,6.33,6.18,6.29,4.33,5.15,4.2,1,0.04,5.7652751145192,0.23,0.82,0.94,-4.75,1.6754246619303
"P50402","EMD_HUMAN","Emerin","EMD",8.55,8.16,7.92,8.09,8.11,8.23,8.12,8.15,6.78,6.78,6.71,6,-0.03,7.78291215680923,-0.23,0.82,0.94,-4.75,1.42292209476731
"O75340","PDCD6_HUMAN","Programmed cell death protein 6 (Apoptosis-linked gene 2 protein homolog) (ALG-2)","PDCD6",6.01,5.75,5.84,5.72,6.06,5.82,5.72,5.85,3.91,4.37,3.92,1,0.03,5.36050857957213,0.23,0.82,0.94,-4.75,1.79736270878448
"Q9UGI8","TES_HUMAN","Testin (TESS)","TES",7.81,7.72,7.9,7.74,7.71,7.81,7.95,7.59,6.01,5.75,5.91,2,-0.03,7.26281436181715,-0.23,0.82,0.94,-4.75,1.9052369886798
"Q15185","TEBP_HUMAN","Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Telomerase-binding protein p23)","PTGES3",6.81,7.17,7.75,7.52,6.85,7.24,7.54,7.42,5.35,5.5,5.38,2,-0.05,6.77565777754924,-0.23,0.82,0.94,-4.75,1.90027090841384
"Q9ULA0","DNPEP_HUMAN","Aspartyl aminopeptidase (EC 3.4.11.21)","DNPEP",6.81,7.27,7.53,7.35,7.19,7.09,7.51,7.32,6.1,5.78,5.76,5,0.04,6.88259462937347,0.23,0.82,0.94,-4.75,1.39724040818888
"P55081","MFAP1_HUMAN","Microfibrillar-associated protein 1","MFAP1",7.36,6.8,6.56,6.99,7.05,7.03,6.72,7.08,6.27,6.72,6.2,2,0.04,6.79847912075282,0.23,0.83,0.94,-4.75,0.574143088531367
"O14976","GAK_HUMAN","Cyclin-G-associated kinase (EC 2.7.11.1)","GAK",6.93,6.53,6.72,6.4,6.76,6.56,6.57,6.56,5.13,5.37,5.31,3,-0.03,6.25896217128596,-0.22,0.83,0.94,-4.75,1.37377318156759
"Q9Y3B9","RRP15_HUMAN","RRP15-like protein (Ribosomal RNA-processing protein 15)","RRP15",6.38,4.34,2.16,4.57,4.62,4.11,4.11,4.02,2.94,2.84,2.28,1,-0.15,3.85114594994845,-0.22,0.83,0.94,-4.75,1.67484608213468
"Q9H269","VPS16_HUMAN","Vacuolar protein sorting-associated protein 16 homolog (hVPS16)","VPS16",6.09,6.32,6.73,6.24,6.24,6.26,6.57,6.19,4.5,4.62,4.59,1,-0.03,5.84908732414249,-0.22,0.83,0.94,-4.75,1.77638798450991
"Q92979","NEP1_HUMAN","Ribosomal RNA small subunit methyltransferase NEP1 (EC 2.1.1.-) (18S rRNA (pseudouridine(1248)-N1)-methyltransferase) (18S rRNA Psi1248 methyltransferase) (Nucleolar protein EMG1 homolog) (Protein C2f) (Ribosome biogenesis protein NEP1)","EMG1",7.76,7.68,7.8,7.86,7.87,7.78,7.68,7.67,6.22,6.31,6.18,2,-0.02,7.34577376832915,-0.22,0.83,0.94,-4.75,1.53628432249771
"Q9P2K5","MYEF2_HUMAN","Myelin expression factor 2 (MEF-2) (MyEF-2) (MST156)","MYEF2",5.21,5.1,5.48,5.2,5.02,5.1,5.31,5.43,3.93,4.21,3.93,1,-0.03,4.90069912054827,-0.21,0.83,0.95,-4.75,1.22410776475678
"Q9BTC0","DIDO1_HUMAN","Death-inducer obliterator 1 (DIO-1) (hDido1) (Death-associated transcription factor 1) (DATF-1)","DIDO1",7.01,6.89,7.08,7.04,6.86,7.01,6.86,7.17,5.6,6.09,5.71,2,-0.03,6.66517074303649,-0.21,0.83,0.95,-4.75,1.20505422605811
"Q13151","ROA0_HUMAN","Heterogeneous nuclear ribonucleoprotein A0 (hnRNP A0)","HNRNPA0",10.14,9.96,9.6,9.97,10.06,9.87,9.92,9.93,8.56,8.46,8.45,8,0.02,9.53671795044993,0.21,0.84,0.95,-4.75,1.45263868831423
