"Protein","Gene","Description","GeneSymbol","Ctrl.Rep2","Ctrl.Rep3","Ctrl.Rep4","ER.Rep1","ER.Rep2","ER.Rep3","ER.Rep4","IGG.Ctrl","IGG.ER","IGG.Mixed","Unique_Peptides","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Q8N9Q2","SR1IP_HUMAN","Protein SREK1IP1 (SFRS12-interacting protein 1) (SREK1-interacting protein 1) (Splicing regulatory protein of 18 kDa) (p18SRP)","SREK1IP1",3.12,3.68,3.74,3.85,3.61,3.09,3.56,2.47,2.66,3.01,1,0.8,3.27882077812299,3.16,0.0081,0.009,-3.63
"P35573","GDE_HUMAN","Glycogen debranching enzyme (Glycogen debrancher) [Includes: 4-alpha-glucanotransferase (EC 2.4.1.25) (Oligo-1,4-1,4-glucantransferase); Amylo-alpha-1,6-glucosidase (Amylo-1,6-glucosidase) (EC 3.2.1.33) (Dextrin 6-alpha-D-glucosidase)]","AGL",4.92,5.21,4.64,4.64,4.96,5.01,4.76,4.45,4.47,4.24,1,0.54,4.73081874725913,3.15,0.0082,0.0091,-3.64
"Q96ES7","SGF29_HUMAN","SAGA-associated factor 29 (Coiled-coil domain-containing protein 101) (SAGA complex-associated factor 29)","SGF29",2.13,2.63,2.51,1.69,2.19,2.2,1.84,0,1.63,1.73,1,1.3,1.85615038808895,3.14,0.0084,0.0094,-3.67
"Q9BS40","LXN_HUMAN","Latexin (Endogenous carboxypeptidase inhibitor) (ECI) (Protein MUM) (Tissue carboxypeptidase inhibitor) (TCI)","LXN",6.99,7,7.24,7.41,7.24,7.19,7.45,6.48,6.93,6.47,1,0.45,7.03980260075759,3.13,0.0085,0.0094,-3.68
"Q14160","SCRIB_HUMAN","Protein scribble homolog (Scribble) (hScrib) (Protein LAP4)","SCRIB",7.49,7.32,7.75,7.56,7.56,7.45,7.67,6.94,7.34,7.01,4,0.42,7.40840759086498,3.1,0.009,0.01,-3.73
"Q9P2D0","IBTK_HUMAN","Inhibitor of Bruton tyrosine kinase (IBtk)","IBTK",6.29,6.38,6.89,7.51,7.09,6.98,7.46,6.8,7.3,7.33,1,-0.62,7.00317069784365,-3.09,0.0091,0.01,-3.75
"P01024","CO3_HUMAN","Complement C3 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2]","C3",7.07,7.26,7.66,7.8,7.7,6.96,7.59,6.62,6.95,6.36,2,0.69,7.19786513592512,3.08,0.0093,0.01,-3.77
"Q13427","PPIG_HUMAN","Peptidyl-prolyl cis-trans isomerase G (PPIase G) (Peptidyl-prolyl isomerase G) (EC 5.2.1.8) (CASP10) (Clk-associating RS-cyclophilin) (CARS-Cyp) (CARS-cyclophilin) (SR-cyclophilin) (SR-cyp) (SRcyp) (Cyclophilin G) (Rotamase G)","PPIG",4.68,4.05,4.49,5.05,4.91,4.94,4.82,3.4,4.11,3.81,1,0.63,4.42497584289311,3.08,0.0094,0.01,-3.77
"P43307","SSRA_HUMAN","Translocon-associated protein subunit alpha (TRAP-alpha) (Signal sequence receptor subunit alpha) (SSR-alpha)","SSR1",5,4.38,4.47,4.13,4.62,4.72,4.88,4.07,3.43,4.1,1,0.75,4.37900013351782,3.07,0.0095,0.01,-3.79
"P04264","K2C1_HUMAN","Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Hair alpha protein) (Keratin-1) (K1) (Type-II keratin Kb1)","KRT1",12.66,13.13,12.7,12.44,13.37,13.08,12.6,11.49,12.42,12.18,32,0.8,12.6068089200522,3.05,0.01,0.011,-3.83
"P61960","UFM1_HUMAN","Ubiquitin-fold modifier 1","UFM1",2.1,2.45,2.69,2.74,2.92,2.4,2.25,1.52,1.87,1.38,1,0.82,2.23424504900284,3.03,0.01,0.011,-3.87
"P06493","CDK1_HUMAN","Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase)","CDK1",5.32,5.27,5.71,5.66,5.58,5.33,5.44,4.91,5.12,4.92,1,0.45,5.32627897208939,3.02,0.011,0.012,-3.89
"O15020","SPTN2_HUMAN","Spectrin beta chain, non-erythrocytic 2 (Beta-III spectrin) (Spinocerebellar ataxia 5 protein)","SPTBN2",6.88,6.37,6.85,6.88,6.78,6.73,6.89,6.18,6.43,6.21,3,0.43,6.61955976580952,3.01,0.011,0.012,-3.91
"Q9BVI4","NOC4L_HUMAN","Nucleolar complex protein 4 homolog (NOC4 protein homolog) (NOC4-like protein) (Nucleolar complex-associated protein 4-like protein)","NOC4L",3.91,3.97,3.95,4.03,3.61,3.71,3.74,2.62,3.8,3.11,1,0.77,3.6450224349303,3,0.011,0.012,-3.92
"Q9UQ90","SPG7_HUMAN","Paraplegin (EC 3.4.24.-) (Cell matrix adhesion regulator) (Spastic paraplegia 7 protein)","SPG7",3.4,3.59,3.56,3.22,3.81,3.74,3.17,2.97,2.98,2.6,1,0.67,3.30380121758871,2.97,0.012,0.013,-3.98
"Q14697","GANAB_HUMAN","Neutral alpha-glucosidase AB (EC 3.2.1.84) (Alpha-glucosidase 2) (Glucosidase II subunit alpha)","GANAB",5.51,4.71,5.45,5.67,5.35,5.23,5.46,4.55,4.8,4.48,2,0.62,5.12147214872398,2.97,0.012,0.013,-3.98
"Q99558","M3K14_HUMAN","Mitogen-activated protein kinase kinase kinase 14 (EC 2.7.11.25) (NF-kappa-beta-inducing kinase) (HsNIK) (Serine/threonine-protein kinase NIK)","MAP3K14",6.85,6.91,7.14,7.25,7.29,6.8,7.25,6.36,6.77,6.33,1,0.48,6.89415387980921,2.97,0.012,0.013,-3.99
"Q9Y263","PLAP_HUMAN","Phospholipase A-2-activating protein (PLA2P) (PLAP)","PLAA",5.98,6.24,6.42,6.34,6.27,6.17,6.59,5.42,6.07,5.52,3,0.55,6.10278382591304,2.97,0.012,0.013,-3.99
"P22061","PIMT_HUMAN","Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PIMT) (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl/D-aspartyl methyltransferase) (Protein-beta-aspartate methyltransferase)","PCMT1",8.83,9.92,9.19,9.15,9.35,9.63,9.35,8.45,8.9,8.58,6,0.67,9.13505044360334,2.96,0.012,0.013,-3.99
"P46100","ATRX_HUMAN","Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX)","ATRX",4,3.78,3.45,3.63,3.86,4.24,3.86,3.16,3.07,3.2,1,0.6,3.62443056579734,2.95,0.012,0.013,-4.01
"P16989","YBOX3_HUMAN","Y-box-binding protein 3 (Cold shock domain-containing protein A) (DNA-binding protein A) (Single-strand DNA-binding protein NF-GMB)","YBX3",4.46,3.77,4.02,4.53,4.24,4.39,4.6,3.77,3.07,3.48,1,0.64,4.03372302428195,2.9,0.013,0.014,-4.1
"Q9BWJ5","SF3B5_HUMAN","Splicing factor 3B subunit 5 (SF3b5) (Pre-mRNA-splicing factor SF3b 10 kDa subunit)","SF3B5",3.31,2.94,3.62,3.89,4.02,3.49,3.8,2.8,2.72,2.32,1,0.67,3.29141169827467,2.89,0.013,0.015,-4.12
"P98179","RBM3_HUMAN","RNA-binding protein 3 (RNA-binding motif protein 3) (RNPL)","RBM3",5.26,4.46,4.91,5.47,4.71,4.64,5.22,4.45,3.89,4.06,2,0.74,4.70656515714191,2.87,0.014,0.015,-4.17
"P30876","RPB2_HUMAN","DNA-directed RNA polymerase II subunit RPB2 (EC 2.7.7.6) (DNA-directed RNA polymerase II 140 kDa polypeptide) (DNA-directed RNA polymerase II subunit B) (RNA polymerase II subunit 2) (RNA polymerase II subunit B2)","POLR2B",6.78,7.12,7.2,6.83,6.93,6.68,6.96,5.65,7.12,5.78,2,0.85,6.70500580645569,2.86,0.014,0.016,-4.19
"Q9Y2R4","DDX52_HUMAN","Probable ATP-dependent RNA helicase DDX52 (EC 3.6.4.13) (ATP-dependent RNA helicase ROK1-like) (DEAD box protein 52)","DDX52",4.09,3.54,4.44,4.2,3.89,3.79,3.98,3.32,3.59,3.25,1,0.64,3.80933521325669,2.83,0.015,0.016,-4.24
"P51397","DAP1_HUMAN","Death-associated protein 1 (DAP-1)","DAP",3.77,3.41,3.19,3.24,4.22,3.51,3.4,2.85,2.69,2.62,1,0.73,3.28943377378794,2.82,0.015,0.017,-4.26
"P17096","HMGA1_HUMAN","High mobility group protein HMG-I/HMG-Y (HMG-I(Y)) (High mobility group AT-hook protein 1) (High mobility group protein A1) (High mobility group protein R)","HMGA1",7.58,7.55,7.62,7.62,7.79,7.93,7.88,7.57,6.95,6.87,2,0.45,7.53524903529308,2.81,0.016,0.017,-4.28
"Q03164","KMT2A_HUMAN","Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.43) (ALL-1) (CXXC-type zinc finger protein 7) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]","KMT2A",3.4,3.68,3.87,3.56,3.97,3.48,3.59,3.13,3.17,3.01,1,0.55,3.48482870619598,2.79,0.016,0.018,-4.31
"Q15257","PTPA_HUMAN","Serine/threonine-protein phosphatase 2A activator (EC 5.2.1.8) (PP2A, subunit B', PR53 isoform) (Phosphotyrosyl phosphatase activator) (PTPA) (Serine/threonine-protein phosphatase 2A regulatory subunit 4) (Serine/threonine-protein phosphatase 2A regulatory subunit B')","PTPA",4.56,4.84,4.94,5.2,4.85,4.67,4.77,3.77,4.66,4.06,2,0.62,4.63187088638937,2.79,0.016,0.018,-4.32
"Q6UX73","CP089_HUMAN","UPF0764 protein C16orf89","C16orf89",5.16,4.83,5.77,5.86,5.45,5.11,5.54,4.39,4.61,4.78,1,0.66,5.15098648918801,2.78,0.016,0.018,-4.33
"Q5T447","HECD3_HUMAN","E3 ubiquitin-protein ligase HECTD3 (EC 2.3.2.26) (HECT domain-containing protein 3) (HECT-type E3 ubiquitin transferase HECTD3)","HECTD3",6.87,7.29,7.25,7.46,7.45,6.78,7.12,6.43,6.87,6.54,1,0.53,7.00573766011166,2.76,0.017,0.019,-4.37
"P30101","PDIA3_HUMAN","Protein disulfide-isomerase A3 (EC 5.3.4.1) (58 kDa glucose-regulated protein) (58 kDa microsomal protein) (p58) (Disulfide isomerase ER-60) (Endoplasmic reticulum resident protein 57) (ER protein 57) (ERp57) (Endoplasmic reticulum resident protein 60) (ER protein 60) (ERp60)","PDIA3",5.16,4.75,5.54,5.41,5.25,5.11,5.61,4.38,4.64,4.77,1,0.55,5.06160347748456,2.72,0.018,0.02,-4.45
"O95425","SVIL_HUMAN","Supervillin (Archvillin) (p205/p250)","SVIL",6.88,6.53,7.09,7.06,6.87,6.72,7.03,6.26,6.6,6.38,1,0.43,6.74051760371686,2.72,0.019,0.02,-4.45
"P13647","K2C5_HUMAN","Keratin, type II cytoskeletal 5 (58 kDa cytokeratin) (Cytokeratin-5) (CK-5) (Keratin-5) (K5) (Type-II keratin Kb5)","KRT5",7.3,7.77,7.08,6.95,8.53,7.66,7.16,6.04,6.62,6.7,2,0.93,7.17967066322718,2.71,0.019,0.021,-4.47
"O75368","SH3L1_HUMAN","SH3 domain-binding glutamic acid-rich-like protein","SH3BGRL",5,3.89,5.23,5.23,5.23,4.45,5.33,3.9,3.99,3.66,1,0.86,4.589587500891,2.7,0.019,0.021,-4.47
"P39019","RS19_HUMAN","40S ribosomal protein S19 (Small ribosomal subunit protein eS19)","RPS19",9.21,8.56,8.85,9.1,9.03,9.07,9.02,8.68,8.27,8.5,4,0.39,8.83077465540198,2.67,0.02,0.022,-4.53
"Q8TEQ6","GEMI5_HUMAN","Gem-associated protein 5 (Gemin5)","GEMIN5",4.85,4.79,5.18,4.96,4.92,5.03,4.85,4.07,4.87,4.34,1,0.51,4.78670896909799,2.66,0.02,0.022,-4.54
"Q6UB99","ANR11_HUMAN","Ankyrin repeat domain-containing protein 11 (Ankyrin repeat-containing cofactor 1)","ANKRD11",4.67,4.85,4.91,4.96,4.91,4.69,4.89,4.42,4.47,4.47,1,0.36,4.72456440394758,2.66,0.02,0.022,-4.55
"Q13895","BYST_HUMAN","Bystin","BYSL",5.23,5.2,5.6,5.48,5.32,5.17,5.68,4.57,5.21,4.75,1,0.5,5.22120941574655,2.62,0.022,0.024,-4.63
"Q9ULX6","AKP8L_HUMAN","A-kinase anchor protein 8-like (AKAP8-like protein) (Helicase A-binding protein 95) (HAP95) (Homologous to AKAP95 protein) (HA95) (Neighbor of A-kinase-anchoring protein 95) (Neighbor of AKAP95)","AKAP8L",1.92,1.94,2.51,2.07,1.61,2.1,2.06,1.57,0,1.63,1,1.06,1.74128451943764,2.6,0.023,0.025,-4.66
"Q14676","MDC1_HUMAN","Mediator of DNA damage checkpoint protein 1 (Nuclear factor with BRCT domains 1)","MDC1",3.08,3.19,2.15,3.49,2.84,3.17,2.68,1.57,2.21,2.13,1,0.84,2.65031136461538,2.58,0.024,0.026,-4.7
"O75935","DCTN3_HUMAN","Dynactin subunit 3 (Dynactin complex subunit 22 kDa subunit) (p22)","DCTN3",4.18,4.2,4.26,4.38,4.22,4.43,4.06,3.41,4.02,3.81,1,0.46,4.09673359258595,2.55,0.025,0.027,-4.74
"P19793","RXRA_HUMAN","Retinoic acid receptor RXR-alpha (Nuclear receptor subfamily 2 group B member 1) (Retinoid X receptor alpha)","RXRA",4.36,4.58,5.06,5.07,5.12,4.31,5.24,4.01,4.22,3.88,2,0.63,4.58557523632785,2.55,0.025,0.027,-4.75
"Q99575","POP1_HUMAN","Ribonucleases P/MRP protein subunit POP1 (hPOP1) (EC 3.1.26.5)","POP1",2.57,2.58,1.97,2.33,2.86,2.76,2.83,1.94,0,1.8,1,1.12,2.16416267672303,2.55,0.025,0.027,-4.75
"P06702","S10A9_HUMAN","Protein S100-A9 (Calgranulin-B) (Calprotectin L1H subunit) (Leukocyte L1 complex heavy chain) (Migration inhibitory factor-related protein 14) (MRP-14) (p14) (S100 calcium-binding protein A9)","S100A9",7.25,7.87,6.53,6.95,7.47,6.05,6.49,6.58,6.55,5.24,2,1.1,6.69645291794601,2.52,0.027,0.03,-4.81
"O15270","SPTC2_HUMAN","Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)","SPTLC2",2.97,2.88,2.83,2.71,2.49,2.85,2.71,2.42,0,2.5,1,1.25,2.43565730597125,2.44,0.031,0.033,-4.95
"O60508","PRP17_HUMAN","Pre-mRNA-processing factor 17 (Cell division cycle 40 homolog) (EH-binding protein 3) (Ehb3) (PRP17 homolog) (hPRP17)","CDC40",5.75,5.95,5.76,5.86,6.17,5.8,6.04,5.22,5.8,5.2,1,0.41,5.75521514914486,2.43,0.032,0.034,-4.97
"O95071","UBR5_HUMAN","E3 ubiquitin-protein ligase UBR5 (EC 2.3.2.26) (E3 ubiquitin-protein ligase, HECT domain-containing 1) (HECT-type E3 ubiquitin transferase UBR5) (Hyperplastic discs protein homolog) (hHYD) (Progestin-induced protein)","UBR5",7.06,5.66,7.83,5.85,5.61,7.55,7.13,4.5,4.82,6.34,2,1.63,6.23463178866948,2.42,0.035,0.038,-5.02
"Q8WVK2","SNR27_HUMAN","U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein (U4/U6.U5 snRNP 27 kDa protein) (U4/U6.U5-27K) (Nucleic acid-binding protein RY-1) (U4/U6.U5 tri-snRNP-associated 27 kDa protein) (27K) (U4/U6.U5 tri-snRNP-associated protein 3)","SNRNP27",4.38,4.7,4.61,4.84,5.1,4.6,4.74,4.1,4.15,4.29,1,0.38,4.55229461231345,2.37,0.035,0.038,-5.07
"P40424","PBX1_HUMAN","Pre-B-cell leukemia transcription factor 1 (Homeobox protein PBX1) (Homeobox protein PRL)","PBX1",5.25,5.35,5.75,5.95,5.4,4.96,5.79,4.66,5.04,4.98,1,0.56,5.31460081704561,2.37,0.035,0.038,-5.07
"Q86UE4","LYRIC_HUMAN","Protein LYRIC (3D3/LYRIC) (Astrocyte elevated gene-1 protein) (AEG-1) (Lysine-rich CEACAM1 co-isolated protein) (Metadherin) (Metastasis adhesion protein)","MTDH",6.19,5.87,6.42,6.41,6.32,6.36,6.61,5.72,5.91,5.83,2,0.34,6.1638468922828,2.33,0.037,0.04,-5.13
"Q9ULJ7","ANR50_HUMAN","Ankyrin repeat domain-containing protein 50","ANKRD50",5.9,5.98,6.47,6.33,6.08,6.06,6.17,5.57,6.11,5.19,1,0.49,5.98750378771948,2.31,0.039,0.042,-5.17
"Q6R327","RICTR_HUMAN","Rapamycin-insensitive companion of mTOR (AVO3 homolog) (hAVO3)","RICTOR",5.14,4.92,5.57,5.74,5.55,5.18,5.69,4.39,4.98,4.83,1,0.48,5.19821062974278,2.26,0.043,0.046,-5.26
"Q9UL25","RAB21_HUMAN","Ras-related protein Rab-21","RAB21",6.75,5.93,6.37,6.14,6.21,6,6.13,5.26,6.16,6.05,1,0.53,6.09918825819753,2.23,0.045,0.048,-5.31
"Q9NYL9","TMOD3_HUMAN","Tropomodulin-3 (Ubiquitous tropomodulin) (U-Tmod)","TMOD3",7.51,7.49,7.76,7.77,7.58,7.37,7.74,7.15,7.54,7.1,4,0.32,7.50277684759024,2.21,0.047,0.05,-5.34
"Q9HCD5","NCOA5_HUMAN","Nuclear receptor coactivator 5 (NCoA-5) (Coactivator independent of AF-2) (CIA)","NCOA5",8.15,7.53,8.21,8.47,8.16,7.94,8.2,7.39,7.72,7.6,4,0.39,7.93910326605055,2.18,0.049,0.053,-5.39
"Q9Y223","GLCNE_HUMAN","Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase (UDP-GlcNAc-2-epimerase/ManAc kinase) [Includes: UDP-N-acetylglucosamine 2-epimerase (hydrolyzing) (EC 3.2.1.183) (UDP-GlcNAc-2-epimerase) (Uridine diphosphate-N-acetylglucosamine-2-epimerase); N-acetylmannosamine kinase (EC 2.7.1.60) (ManAc kinase)]","GNE",4.62,4.87,5.03,5.52,5.16,4.81,5.13,3.94,4.78,4.33,1,0.49,4.81852441846997,2.17,0.05,0.054,-5.4
"P84101","SERF2_HUMAN","Small EDRK-rich factor 2 (Gastric cancer-related protein VRG107) (Protein 4F5-related) (4F5rel) (h4F5rel)","SERF2",6.75,6.56,6.93,6.93,6.86,6.7,6.79,6.42,6.64,6.39,2,0.27,6.69802243561173,2.14,0.053,0.057,-5.46
"Q9BT78","CSN4_HUMAN","COP9 signalosome complex subunit 4 (SGN4) (Signalosome subunit 4) (JAB1-containing signalosome subunit 4)","COPS4",4.3,4.08,3.93,4.25,4.64,4.57,4.31,3.81,3.52,3.87,1,0.37,4.12817587182616,2.11,0.056,0.06,-5.5
"Q16643","DREB_HUMAN","Drebrin (Developmentally-regulated brain protein)","DBN1",8.22,7.89,8.27,8.27,8.15,8.1,8.44,7.63,8.15,7.6,4,0.33,8.06898394890375,2.11,0.056,0.06,-5.51
"Q99959","PKP2_HUMAN","Plakophilin-2","PKP2",6.95,7.11,7.61,7.45,7.41,7.15,7.56,6.6,7.12,6.79,2,0.38,7.17430030110746,2.1,0.057,0.061,-5.53
"Q14244","MAP7_HUMAN","Ensconsin (Epithelial microtubule-associated protein of 115 kDa) (E-MAP-115) (Microtubule-associated protein 7) (MAP-7)","MAP7",5.48,5.52,5.34,5.28,5.64,5.61,5.81,5.07,5.3,5.04,1,0.31,5.40815504803572,2.09,0.058,0.062,-5.54
"Q9UHA3","RLP24_HUMAN","Probable ribosome biogenesis protein RLP24 (Ribosomal L24 domain-containing protein 1) (Ribosomal protein L24-like)","RSL24D1",2.62,1.52,2.19,3.18,2.6,2.32,2.83,2.92,2.87,2.48,1,-0.65,2.55316278230587,-2.06,0.061,0.065,-5.59
"P42285","MTREX_HUMAN","Exosome RNA helicase MTR4 (EC 3.6.4.13) (ATP-dependent RNA helicase DOB1) (ATP-dependent RNA helicase SKIV2L2) (Superkiller viralicidic activity 2-like 2) (TRAMP-like complex helicase)","MTREX",6.23,6.4,6.57,6.62,6.55,6.37,6.75,5.93,6.39,5.94,2,0.31,6.37412239893663,2.04,0.063,0.067,-5.62
"Q8N9T8","KRI1_HUMAN","Protein KRI1 homolog","KRI1",5.5,4.79,5.8,5.67,5.87,5.55,5.8,4.87,5.09,4.83,2,0.44,5.37736363368585,2.04,0.063,0.067,-5.62
"Q12830","BPTF_HUMAN","Nucleosome-remodeling factor subunit BPTF (Bromodomain and PHD finger-containing transcription factor) (Fetal Alz-50 clone 1 protein) (Fetal Alzheimer antigen)","BPTF",2.83,2.54,3.46,3.09,3.28,2.1,2.63,2.27,2.03,2.5,1,0.68,2.67251858775677,2.04,0.064,0.068,-5.63
"P06744","G6PI_HUMAN","Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) (Sperm antigen 36) (SA-36)","GPI",2.28,2.69,2.23,2.16,2.7,2.65,2.63,2.24,1.63,1.7,1,0.54,2.29175580725411,2.04,0.064,0.068,-5.63
"Q6UX04","CWC27_HUMAN","Peptidyl-prolyl cis-trans isomerase CWC27 homolog (PPIase CWC27) (EC 5.2.1.8) (Antigen NY-CO-10) (Serologically defined colon cancer antigen 10)","CWC27",9.43,9.63,10.15,10.18,9.92,9.64,10.17,9.26,9.6,9.22,1,0.37,9.72072336028012,1.99,0.069,0.074,-5.71
"Q9P2M7","CING_HUMAN","Cingulin","CGN",9.29,9.11,9.17,9.31,9.11,9.18,9.26,8.73,9.18,8.96,15,0.23,9.12937006695856,1.98,0.07,0.074,-5.72
"Q9NUQ6","SPS2L_HUMAN","SPATS2-like protein (DNA polymerase-transactivated protein 6) (Stress granule and nucleolar protein) (SGNP)","SPATS2L",3.48,2,3.31,3.28,2.55,2.49,3.03,2.49,2.08,2.07,1,0.72,2.67868900118326,1.94,0.076,0.08,-5.79
"Q15075","EEA1_HUMAN","Early endosome antigen 1 (Endosome-associated protein p162) (Zinc finger FYVE domain-containing protein 2)","EEA1",5.95,5.55,5.85,5.97,5.98,5.84,6.09,5.38,5.73,5.4,3,0.28,5.77581249546142,1.94,0.076,0.081,-5.79
"Q9HC84","MUC5B_HUMAN","Mucin-5B (MUC-5B) (Cervical mucin) (High molecular weight salivary mucin MG1) (Mucin-5 subtype B, tracheobronchial) (Sublingual gland mucin)","MUC5B",7.1,8.04,7.71,7.59,7.3,8.53,7.81,6.7,7.32,7.14,1,0.56,7.52347556885835,1.89,0.082,0.087,-5.86
"Q5M775","CYTSB_HUMAN","Cytospin-B (Nuclear structure protein 5) (NSP5) (Sperm antigen HCMOGT-1) (Sperm antigen with calponin homology and coiled-coil domains 1)","SPECC1",5.9,5.71,5.73,6.04,5.79,5.92,5.81,5.13,5.88,5.35,1,0.33,5.72639583459793,1.89,0.083,0.088,-5.87
"Q6ZW49","PAXI1_HUMAN","PAX-interacting protein 1 (PAX transactivation activation domain-interacting protein)","PAXIP1",2.08,2.43,2.38,2.51,2.52,2.8,2.42,1.38,1.42,2.41,1,0.56,2.23648445739133,1.88,0.085,0.09,-5.89
"Q13823","NOG2_HUMAN","Nucleolar GTP-binding protein 2 (Autoantigen NGP-1)","GNL2",5.46,4.28,5.7,5.39,5.32,5.6,5.34,4.52,4.83,4.5,1,0.53,5.09534530953204,1.86,0.087,0.092,-5.91
"P35908","K22E_HUMAN","Keratin, type II cytoskeletal 2 epidermal (Cytokeratin-2e) (CK-2e) (Epithelial keratin-2e) (Keratin-2 epidermis) (Keratin-2e) (K2e) (Type-II keratin Kb2)","KRT2",11.73,11.11,10.47,10.52,11.02,11.18,10.92,9.97,10.8,10.87,19,0.56,10.8578807310335,1.84,0.091,0.096,-5.95
"Q86YZ3","HORN_HUMAN","Hornerin","HRNR",7.99,8.49,8.74,8.64,9.17,8.46,8.8,7.55,8.58,7.62,4,0.49,8.40376159072692,1.8,0.096,0.1,-6
"P17029","ZKSC1_HUMAN","Zinc finger protein with KRAB and SCAN domains 1 (Zinc finger protein 139) (Zinc finger protein 36) (Zinc finger protein KOX18)","ZKSCAN1",6.32,6.59,6.75,6.44,6.62,6.75,6.79,5.28,6.37,6.59,1,0.47,6.44913239089652,1.78,0.1,0.11,-6.04
"Q9Y5S9","RBM8A_HUMAN","RNA-binding protein 8A (Binder of OVCA1-1) (BOV-1) (RNA-binding motif protein 8A) (RNA-binding protein Y14) (Ribonucleoprotein RBM8A)","RBM8A",7.64,7.58,7.88,7.88,7.93,7.69,7.98,7.19,7.81,7.27,4,0.28,7.6834039733821,1.77,0.1,0.11,-6.05
"Q12996","CSTF3_HUMAN","Cleavage stimulation factor subunit 3 (CF-1 77 kDa subunit) (Cleavage stimulation factor 77 kDa subunit) (CSTF 77 kDa subunit) (CstF-77)","CSTF3",6.1,6.23,6.23,6.39,6.36,6.6,6.43,5.53,6.21,5.99,1,0.28,6.20802454240357,1.77,0.1,0.11,-6.06
"Q15050","RRS1_HUMAN","Ribosome biogenesis regulatory protein homolog","RRS1",7.55,7.13,8.03,7.61,7.48,7.39,7.77,6.59,7.75,6.97,4,0.47,7.42650458365428,1.76,0.1,0.11,-6.07
"Q6ZVM7","TM1L2_HUMAN","TOM1-like protein 2 (Target of Myb-like protein 2)","TOM1L2",6.22,6.42,6.63,6.72,6.27,6.12,6.54,6.01,6.37,5.98,2,0.31,6.32863411230114,1.76,0.1,0.11,-6.07
"Q96QC0","PP1RA_HUMAN","Serine/threonine-protein phosphatase 1 regulatory subunit 10 (MHC class I region proline-rich protein CAT53) (PP1-binding protein of 114 kDa) (Phosphatase 1 nuclear targeting subunit) (Protein FB19) (p99)","PPP1R10",4.1,4.25,4.47,4.17,4.3,4.19,4.64,3.89,4.37,3.26,1,0.43,4.16349561109139,1.75,0.11,0.11,-6.09
"P28070","PSB4_HUMAN","Proteasome subunit beta type-4 (EC 3.4.25.1) (26 kDa prosomal protein) (HsBPROS26) (PROS-26) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3) (HsN3)","PSMB4",2.8,2.47,2.63,3.13,3.06,2.82,3.35,2.07,2.69,1.8,1,0.45,2.68288052971699,1.72,0.11,0.12,-6.13
"Q5JRA6","TGO1_HUMAN","Transport and Golgi organization protein 1 homolog (TANGO1) (C219-reactive peptide) (D320) (Melanoma inhibitory activity protein 3)","MIA3",6.75,6.6,7.03,6.97,6.78,6.6,6.85,6.34,6.85,6.37,2,0.27,6.71420148106013,1.69,0.12,0.12,-6.17
"P13807","GYS1_HUMAN","Glycogen [starch] synthase, muscle (EC 2.4.1.11)","GYS1",2.78,2.2,2.85,2.71,3.38,2.9,3.13,1.77,2.34,2.35,1,0.46,2.63993451962707,1.68,0.12,0.12,-6.19
