"Protein","Gene","Description","GeneSymbol","Ctrl.Rep2","Ctrl.Rep3","Ctrl.Rep4","ER.Rep1","ER.Rep2","ER.Rep3","ER.Rep4","IGG.Ctrl","IGG.ER","IGG.Mixed","Unique_Peptides","logFC","AveExpr","t","P.Value","adj.P.Val","B","controlLogFoldChange"
"P13646","K1C13_HUMAN","Keratin, type I cytoskeletal 13 (Cytokeratin-13) (CK-13) (Keratin-13) (K13)","KRT13",8.79,8.51,8.18,8.82,8.96,8.17,7.98,6.33,6.86,6.31,4,-0.01,7.89145539367423,-0.05,0.96,1,-5.19,1.99466548463959
"P17858","PFKAL_HUMAN","ATP-dependent 6-phosphofructokinase, liver type (ATP-PFK) (PFK-L) (EC 2.7.1.11) (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphohexokinase)","PFKL",7.35,8.24,7.45,7.48,7.41,8.21,7.58,6.2,5.96,6.02,3,-0.01,7.18896433017296,-0.05,0.96,1,-5.19,1.62334701558519
"Q9BWF3","RBM4_HUMAN","RNA-binding protein 4 (Lark homolog) (hLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a)","RBM4",5.23,4.89,4.57,4.96,4.78,4.96,4.93,3.28,2.49,2.32,1,0.01,4.24135251814181,0.05,0.96,1,-5.19,2.20801763701787
"Q6P2E9","EDC4_HUMAN","Enhancer of mRNA-decapping protein 4 (Autoantigen Ge-1) (Autoantigen RCD-8) (Human enhancer of decapping large subunit) (Hedls)","EDC4",8.01,7.89,7.84,7.94,7.87,7.96,7.91,7.01,7.29,7.25,8,0,7.69665459598337,0.05,0.96,1,-5.19,0.732364526650681
"Q00688","FKBP3_HUMAN","Peptidyl-prolyl cis-trans isomerase FKBP3 (PPIase FKBP3) (EC 5.2.1.8) (25 kDa FK506-binding protein) (25 kDa FKBP) (FKBP-25) (FK506-binding protein 3) (FKBP-3) (Immunophilin FKBP25) (Rapamycin-selective 25 kDa immunophilin) (Rotamase)","FKBP3",8.47,8.28,8.34,8.26,8.31,8.56,8.34,7.52,7.33,7.54,3,0.01,8.09568925455097,0.05,0.96,1,-5.19,0.901388891318336
"Q15691","MARE1_HUMAN","Microtubule-associated protein RP/EB family member 1 (APC-binding protein EB1) (End-binding protein 1) (EB1)","MAPRE1",6.58,6.64,6.57,6.67,6.67,6.5,6.53,5.74,5.66,5.69,3,0,6.32376158258208,-0.05,0.96,1,-5.19,0.901722302937359
"Q8WW22","DNJA4_HUMAN","DnaJ homolog subfamily A member 4","DNAJA4",4.19,4.39,3.82,4.23,4.03,4.37,3.86,2.6,2.84,3.44,1,-0.01,3.77653672370672,-0.05,0.96,1,-5.19,1.1703432602786
"O15047","SET1A_HUMAN","Histone-lysine N-methyltransferase SETD1A (EC 2.1.1.43) (Lysine N-methyltransferase 2F) (SET domain-containing protein 1A) (hSET1A) (Set1/Ash2 histone methyltransferase complex subunit SET1)","SETD1A",5.69,5.92,5.73,5.74,5.78,5.79,5.85,4.1,4.91,3.98,1,0.01,5.34980671755896,0.05,0.96,1,-5.19,1.46119730181441
"P55884","EIF3B_HUMAN","Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (Prt1 homolog) (hPrt1) (eIF-3-eta) (eIF3 p110) (eIF3 p116)","EIF3B",10.06,10.35,10,10.21,10.13,10.17,10.04,8.77,8.81,8.76,17,0,9.73068812664423,0.05,0.96,1,-5.19,1.36142666565559
"Q92541","RTF1_HUMAN","RNA polymerase-associated protein RTF1 homolog","RTF1",5.88,5.97,5.98,5.87,6.04,5.9,6.01,4.33,5.15,4.2,1,0.01,5.53290174482692,0.05,0.96,1,-5.19,1.39010974701831
"Q96T51","RUFY1_HUMAN","RUN and FYVE domain-containing protein 1 (FYVE-finger protein EIP1) (La-binding protein 1) (Rab4-interacting protein) (Zinc finger FYVE domain-containing protein 12)","RUFY1",5.98,6.01,5.8,5.78,5.93,6.09,5.94,5.23,5.05,5.2,1,0.01,5.70139513988937,0.05,0.96,1,-5.19,0.775736781110071
"P46781","RS9_HUMAN","40S ribosomal protein S9 (Small ribosomal subunit protein uS4)","RPS9",11.44,11.46,11.3,11.39,11.39,11.46,11.36,10.01,9.77,9.94,17,0,10.9510161249729,0.05,0.96,1,-5.19,1.49741036147727
"Q8NFD5","ARI1B_HUMAN","AT-rich interactive domain-containing protein 1B (ARID domain-containing protein 1B) (BRG1-associated factor 250b) (BAF250B) (BRG1-binding protein hELD/OSA1) (Osa homolog 2) (hOsa2) (p250R)","ARID1B",6.94,6.94,7.36,7.15,7.25,6.58,7.37,5.23,5.82,5.57,2,0.01,6.62303062885616,0.04,0.97,1,-5.19,1.54953738335955
"Q86YP4","P66A_HUMAN","Transcriptional repressor p66-alpha (Hp66alpha) (GATA zinc finger domain-containing protein 2A)","GATAD2A",6.31,6.73,6.6,6.47,6.66,6.45,6.64,3.89,4.82,4.1,1,0.01,5.86726356896921,0.04,0.97,1,-5.19,2.28308022914735
"Q9UL15","BAG5_HUMAN","BAG family molecular chaperone regulator 5 (BAG-5) (Bcl-2-associated athanogene 5)","BAG5",5.66,5.73,5.89,6.05,5.7,5.68,5.64,4.13,4.99,4.66,1,0.01,5.41147449080215,0.04,0.97,1,-5.19,1.17776854440256
"Q9NZU5","LMCD1_HUMAN","LIM and cysteine-rich domains protein 1 (Dyxin)","LMCD1",5.31,5.24,5.34,5.58,5.25,4.99,5.38,3.73,4.19,3.88,1,0.01,4.88835528143765,0.04,0.97,1,-5.19,1.36782360904126
"Q96AG4","LRC59_HUMAN","Leucine-rich repeat-containing protein 59 (Ribosome-binding protein p34) (p34) [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]","LRRC59",9,8.69,8.57,8.68,8.71,9.04,8.61,7.91,7.39,7.95,9,0.01,8.45482854322562,0.04,0.97,1,-5.19,1.01180959216886
"P40763","STAT3_HUMAN","Signal transducer and activator of transcription 3 (Acute-phase response factor)","STAT3",7.91,8.66,8,8.12,8.07,8.47,8.12,6.59,6.52,6.57,3,0.01,7.70342174303511,0.04,0.97,1,-5.19,1.63454543786073
"Q09028","RBBP4_HUMAN","Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48)","RBBP4",2.39,2.71,2.93,3.15,2.55,2.2,2.86,1.84,0,1.14,1,0.02,2.17655964467631,0.04,0.97,1,-5.19,1.69643642781394
"Q86XZ4","SPAS2_HUMAN","Spermatogenesis-associated serine-rich protein 2 (Serine-rich spermatocytes and round spermatid 59 kDa protein) (p59scr)","SPATS2",4.56,4.02,4.08,4.17,4.08,4.51,4.15,3.42,3.43,3.5,1,0.01,3.9927964396806,0.04,0.97,1,-5.19,0.774898488874184
"Q6UN15","FIP1_HUMAN","Pre-mRNA 3'-end-processing factor FIP1 (hFip1) (FIP1-like 1 protein) (Factor interacting with PAP) (Rearranged in hypereosinophilia)","FIP1L1",5.69,5.57,5.71,5.69,5.85,5.28,5.79,4.82,4.79,4.48,2,-0.01,5.36640434206425,-0.04,0.97,1,-5.19,0.961193829989497
"Q6DKI1","RL7L_HUMAN","60S ribosomal protein L7-like 1 (Large ribosomal subunit protein uL30-like 1)","RPL7L1",7.49,7.5,7.79,7.77,7.49,7.46,7.62,6.84,6.92,6.49,3,-0.01,7.33592456688404,-0.04,0.97,1,-5.19,0.84230582080956
"P61160","ARP2_HUMAN","Actin-related protein 2 (Actin-like protein 2)","ACTR2",9.36,9.45,9.32,9.32,9.33,9.46,9.39,8.15,7.74,8.06,9,0,8.95796837836599,0.04,0.97,1,-5.19,1.39547924302215
"Q9Y3F4","STRAP_HUMAN","Serine-threonine kinase receptor-associated protein (MAP activator with WD repeats) (UNR-interacting protein) (WD-40 repeat protein PT-WD)","STRAP",8.72,8.46,8.62,8.75,8.55,8.43,8.66,7.14,7.53,7.15,2,0,8.20034362545585,-0.04,0.97,1,-5.19,1.32998636108946
"P49458","SRP09_HUMAN","Signal recognition particle 9 kDa protein (SRP9)","SRP9",7.61,7.8,7.76,7.48,7.77,7.87,7.75,6.84,6.99,6.91,1,0,7.47717822789053,-0.04,0.97,1,-5.19,0.807209908056691
"Q12789","TF3C1_HUMAN","General transcription factor 3C polypeptide 1 (TF3C-alpha) (TFIIIC box B-binding subunit) (Transcription factor IIIC 220 kDa subunit) (TFIIIC 220 kDa subunit) (TFIIIC220) (Transcription factor IIIC subunit alpha)","GTF3C1",9.08,9.42,9.3,9.24,9.29,9.17,9.39,7.42,7.33,7.48,7,0,8.71359164125094,0.04,0.97,1,-5.19,1.86105602868068
"Q9UKM9","RALY_HUMAN","RNA-binding protein Raly (Autoantigen p542) (Heterogeneous nuclear ribonucleoprotein C-like 2) (hnRNP core protein C-like 2) (hnRNP associated with lethal yellow protein homolog)","RALY",9.99,9.63,9.9,9.9,9.74,9.86,9.86,9,8.99,8.85,11,0,9.57173358278402,0.04,0.97,1,-5.19,0.895788745076915
"Q13185","CBX3_HUMAN","Chromobox protein homolog 3 (HECH) (Heterochromatin protein 1 homolog gamma) (HP1 gamma) (Modifier 2 protein)","CBX3",8.96,9.33,9.25,9.02,9.19,9.21,9.29,7.27,7.28,7.28,5,0,8.60810717433007,-0.04,0.97,1,-5.19,1.90480612677481
"P18754","RCC1_HUMAN","Regulator of chromosome condensation (Cell cycle regulatory protein) (Chromosome condensation protein 1)","RCC1",8.89,9.07,8.94,8.95,8.93,8.98,9.02,7.34,7.41,7.31,6,0,8.4858188558478,0.03,0.97,1,-5.19,1.61649488552545
"P55084","ECHB_HUMAN","Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]","HADHB",6.03,6.06,6.39,6.16,6.04,6.1,6.37,5.53,5.7,5.4,1,0,5.97770834828555,0.03,0.97,1,-5.19,0.621698694673955
"Q5JRA6","TGO1_HUMAN","Transport and Golgi organization protein 1 homolog (TANGO1) (C219-reactive peptide) (D320) (Melanoma inhibitory activity protein 3)","MIA3",6.75,6.6,7.03,6.97,6.78,6.6,6.85,6.34,6.85,6.37,2,0.01,6.71420148106013,0.03,0.97,1,-5.19,0.279728610574618
"P50395","GDIB_HUMAN","Rab GDP dissociation inhibitor beta (Rab GDI beta) (Guanosine diphosphate dissociation inhibitor 2) (GDI-2)","GDI2",7.86,7.68,7.76,7.85,7.78,7.62,7.81,6.32,6.25,6.39,3,0,7.33184612661642,-0.03,0.97,1,-5.19,1.44819437741243
"Q96KM6","Z512B_HUMAN","Zinc finger protein 512B","ZNF512B",8.73,9.42,9.31,8.98,9.2,9.29,9.16,7.3,7.36,7.19,5,0,8.59231950281879,0.03,0.97,1,-5.19,1.87439562389249
"O75083","WDR1_HUMAN","WD repeat-containing protein 1 (Actin-interacting protein 1) (AIP1) (NORI-1)","WDR1",9.07,9.67,9.09,9.11,9.21,9.65,9.13,7.84,7.72,7.86,8,-0.01,8.8345586695477,-0.03,0.97,1,-5.19,1.47240875095024
"Q9UQ80","PA2G4_HUMAN","Proliferation-associated protein 2G4 (Cell cycle protein p38-2G4 homolog) (hG4-1) (ErbB3-binding protein 1)","PA2G4",10.09,10.04,9.96,9.83,9.9,10.4,10,9.04,8.54,8.84,13,0,9.66445924270041,0.03,0.97,1,-5.19,1.22908445659126
"O14686","KMT2D_HUMAN","Histone-lysine N-methyltransferase 2D (Lysine N-methyltransferase 2D) (EC 2.1.1.43) (ALL1-related protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 2)","KMT2D",8.79,9.04,9.41,9.08,9.25,8.64,9.32,6.57,7.05,7.16,9,-0.01,8.43007658105491,-0.03,0.98,1,-5.19,2.15390317187005
"Q9H910","JUPI2_HUMAN","Jupiter microtubule associated homolog 2 (Hematological and neurological expressed 1-like protein) (HN1-like protein)","JPT2",6.86,6.67,6.96,6.95,6.79,6.68,6.89,5.71,6.12,5.87,2,0,6.54968241217215,-0.03,0.98,1,-5.19,0.928845583643034
"Q9NQ55","SSF1_HUMAN","Suppressor of SWI4 1 homolog (Ssf-1) (Brix domain-containing protein 3) (Peter Pan homolog)","PPAN",7.53,7.23,7.72,7.48,7.42,7.49,7.59,6.53,6.58,6.43,2,0,7.20014253375133,0.03,0.98,1,-5.19,0.983984617390505
"P50991","TCPD_HUMAN","T-complex protein 1 subunit delta (TCP-1-delta) (CCT-delta) (Stimulator of TAR RNA-binding)","CCT4",8.77,8.88,8.65,8.77,8.69,9,8.61,7.79,7.45,7.69,7,0,8.42976594276827,-0.03,0.98,1,-5.19,1.12409015181752
"Q9Y6Q5","AP1M2_HUMAN","AP-1 complex subunit mu-2 (AP-mu chain family member mu1B) (Adaptor protein complex AP-1 subunit mu-2) (Adaptor-related protein complex 1 subunit mu-2) (Clathrin assembly protein complex 1 mu-2 medium chain 2) (Golgi adaptor HA1/AP1 adaptin mu-2 subunit) (Mu-adaptin 2) (Mu1B-adaptin)","AP1M2",7.69,8.18,7.7,7.85,7.94,7.87,7.74,6.17,5.66,5.97,5,0,7.27724591179759,-0.03,0.98,1,-5.19,1.92278092842153
"Q9P2E9","RRBP1_HUMAN","Ribosome-binding protein 1 (180 kDa ribosome receptor homolog) (RRp) (ES/130-related protein) (Ribosome receptor protein)","RRBP1",11.41,11.12,10.98,11.11,11.09,11.43,11.04,10.51,10.3,10.53,47,0,10.9531996828029,-0.03,0.98,1,-5.19,0.722953864308144
"O60832","DKC1_HUMAN","H/ACA ribonucleoprotein complex subunit 4 (EC 5.4.99.-) (CBF5 homolog) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1)","DKC1",9.53,9.31,9.74,9.64,9.49,9.36,9.63,8.6,8.8,8.35,11,0,9.24456645283197,0.03,0.98,1,-5.19,0.945212808920072
"Q16678","CP1B1_HUMAN","Cytochrome P450 1B1 (EC 1.14.14.1) (CYPIB1)","CYP1B1",5.72,6.2,5.76,5.94,6,5.74,5.91,4.17,4.02,3.55,1,0,5.3026535151317,0.03,0.98,1,-5.19,1.98262822754225
"Q15050","RRS1_HUMAN","Ribosome biogenesis regulatory protein homolog","RRS1",7.55,7.13,8.03,7.61,7.48,7.39,7.77,6.59,7.75,6.97,4,-0.01,7.42650458365428,-0.02,0.98,1,-5.19,0.470811249894873
"O00515","LAD1_HUMAN","Ladinin-1 (Lad-1) (Linear IgA disease antigen) (LADA)","LAD1",6.68,6.64,6.78,6.85,6.63,6.58,6.74,5.99,6.37,5.92,4,0,6.51986785111463,0.02,0.98,1,-5.19,0.606094223992906
"Q13148","TADBP_HUMAN","TAR DNA-binding protein 43 (TDP-43)","TARDBP",9.7,9.75,9.89,9.77,9.75,9.74,9.86,8.4,8.62,8.37,9,0,9.38392410912158,0.02,0.98,1,-5.19,1.31364601366181
"P83731","RL24_HUMAN","60S ribosomal protein L24 (60S ribosomal protein L30) (Large ribosomal subunit protein eL24)","RPL24",10.11,9.97,10.04,10.13,9.87,10.19,9.97,8.97,8.68,8.84,7,0,9.67683216146428,-0.02,0.98,1,-5.19,1.21383194495741
"Q1KMD3","HNRL2_HUMAN","Heterogeneous nuclear ribonucleoprotein U-like protein 2 (Scaffold-attachment factor A2) (SAF-A2)","HNRNPUL2",10.85,10.51,10.71,10.72,10.61,10.72,10.7,9.72,9.43,9.63,18,0,10.3614086832244,-0.02,0.98,1,-5.19,1.09833528890364
"O15550","KDM6A_HUMAN","Lysine-specific demethylase 6A (EC 1.14.11.-) (Histone demethylase UTX) (Ubiquitously-transcribed TPR protein on the X chromosome) (Ubiquitously-transcribed X chromosome tetratricopeptide repeat protein)","KDM6A",6.91,6.98,7.39,7.08,7.37,6.61,7.33,5.21,5.57,5.22,2,0,6.5657281443363,0.02,0.98,1,-5.19,1.76720411560275
"Q12874","SF3A3_HUMAN","Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61)","SF3A3",7.32,6.92,7.18,7.12,7.13,7.1,7.21,6.27,6.57,6.54,5,0,6.93672976103749,-0.02,0.98,1,-5.19,0.681671994299766
"P06753","TPM3_HUMAN","Tropomyosin alpha-3 chain (Gamma-tropomyosin) (Tropomyosin-3) (Tropomyosin-5) (hTM5)","TPM3",8.32,7.9,8.18,8.26,8.04,8.02,8.21,7.5,7.73,7.42,7,0,7.958150544957,-0.02,0.98,1,-5.19,0.58685164085767
"P47914","RL29_HUMAN","60S ribosomal protein L29 (Cell surface heparin-binding protein HIP) (Large ribosomal subunit protein eL29)","RPL29",9.96,9.68,10.38,10.51,10.01,9.79,9.7,9.34,9.04,9.16,6,0,9.75538586586675,-0.02,0.98,1,-5.19,0.824165401725388
"P21291","CSRP1_HUMAN","Cysteine and glycine-rich protein 1 (Cysteine-rich protein 1) (CRP) (CRP1) (Epididymis luminal protein 141) (HEL-141)","CSRP1",7.59,8.25,7.91,8.11,7.82,8.01,7.75,6.16,6.07,5.98,3,0,7.36501914720997,0.02,0.98,1,-5.19,1.85275517434567
"Q9NP61","ARFG3_HUMAN","ADP-ribosylation factor GTPase-activating protein 3 (ARF GAP 3)","ARFGAP3",6.47,6.8,6.88,6.84,6.78,6.38,6.86,6.22,7.07,6.13,1,0,6.64354533692217,-0.02,0.99,1,-5.19,0.242423555289657
"O76071","CIAO1_HUMAN","Probable cytosolic iron-sulfur protein assembly protein CIAO1 (WD repeat-containing protein 39)","CIAO1",3.77,4.37,4.01,4.17,3.94,4.22,3.85,2.62,2.34,2.15,1,0,3.54491646279302,-0.02,0.99,1,-5.19,1.6773586413349
"P14866","HNRPL_HUMAN","Heterogeneous nuclear ribonucleoprotein L (hnRNP L)","HNRNPL",11.21,11.06,11.21,11.26,11.06,11.18,11.14,9.96,9.79,9.85,17,0,10.7718165599556,0.02,0.99,1,-5.19,1.29631070869475
"Q9Y285","SYFA_HUMAN","Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (CML33) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)","FARSA",6.08,6.35,6.27,6.2,6.23,6.3,6.2,5,4.57,4.69,1,0,5.7890702067661,0.02,0.99,1,-5.19,1.47958569822964
"Q9Y6G9","DC1L1_HUMAN","Cytoplasmic dynein 1 light intermediate chain 1 (LIC1) (Dynein light chain A) (DLC-A) (Dynein light intermediate chain 1, cytosolic)","DYNC1LI1",5.78,5.98,5.7,5.95,5.84,5.63,5.86,4.65,4.23,4.67,1,0,5.42952563937031,0.02,0.99,1,-5.19,1.30587266736845
"Q9Y6A4","CFA20_HUMAN","Cilia- and flagella-associated protein 20 (Basal body up-regulated protein 22) (Transcription factor IIB)","CFAP20",4.34,4.66,4.08,3.81,4.37,4.42,4.82,2.6,3.05,2.62,1,0,3.87555400402276,-0.02,0.99,1,-5.19,1.60099567432495
"Q08211","DHX9_HUMAN","ATP-dependent RNA helicase A (EC 3.6.4.13) (DEAH box protein 9) (DExH-box helicase 9) (Leukophysin) (LKP) (Nuclear DNA helicase II) (NDH II) (RNA helicase A)","DHX9",11.76,11.66,11.89,11.84,11.8,11.65,11.8,10.49,10.51,10.38,41,0,11.37768391098,0.02,0.99,1,-5.19,1.31142640204503
"Q9NVP1","DDX18_HUMAN","ATP-dependent RNA helicase DDX18 (EC 3.6.4.13) (DEAD box protein 18) (Myc-regulated DEAD box protein) (MrDb)","DDX18",9.25,8.92,9.48,9.37,9.16,9.07,9.26,8.22,8.71,7.99,14,0,8.94325264101182,-0.02,0.99,1,-5.19,0.907968515781382
"Q8ND56","LS14A_HUMAN","Protein LSM14 homolog A (Protein FAM61A) (Protein SCD6 homolog) (Putative alpha-synuclein-binding protein) (AlphaSNBP) (RNA-associated protein 55A) (hRAP55) (hRAP55A)","LSM14A",6.73,6.29,6.66,6.62,6.55,6.62,6.47,5.67,5.43,5.61,1,0,6.26368311346381,0.02,0.99,1,-5.19,0.992395345325632
"Q9HD42","CHM1A_HUMAN","Charged multivesicular body protein 1a (Chromatin-modifying protein 1a) (CHMP1a) (Vacuolar protein sorting-associated protein 46-1) (Vps46-1) (hVps46-1)","CHMP1A",6.27,6.63,6.33,6.38,6.27,6.53,6.45,4.95,5.17,5.74,1,0,6.07067249806083,-0.02,0.99,1,-5.19,1.1268244586784
"Q6PKG0","LARP1_HUMAN","La-related protein 1 (La ribonucleoprotein domain family member 1)","LARP1",6.86,6.98,6.53,6.7,6.65,7.08,6.75,5.52,5.78,5.73,3,0,6.45842523401701,0.02,0.99,1,-5.19,1.11556388240974
"Q03164","KMT2A_HUMAN","Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.43) (ALL-1) (CXXC-type zinc finger protein 7) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]","KMT2A",3.4,3.68,3.87,3.56,3.97,3.48,3.59,3.13,3.17,3.01,1,0,3.48482870619598,0.01,0.99,1,-5.19,0.547975259164611
"P13073","COX41_HUMAN","Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)","COX4I1",5.23,6.08,5.39,5.38,5.52,5.75,5.63,3.41,4.51,3.79,2,0,5.06850867494836,0.01,0.99,1,-5.19,1.66917478838001
"Q02790","FKBP4_HUMAN","Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (51 kDa FK506-binding protein) (FKBP51) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (59 kDa immunophilin) (p59) (FK506-binding protein 4) (FKBP-4) (FKBP59) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]","FKBP4",9.43,9.74,9.59,9.44,9.56,9.68,9.67,8.13,8.15,8.15,7,0,9.15434338327901,0.01,0.99,1,-5.19,1.445903769081
"O76003","GLRX3_HUMAN","Glutaredoxin-3 (PKC-interacting cousin of thioredoxin) (PICOT) (PKC-theta-interacting protein) (PKCq-interacting protein) (Thioredoxin-like protein 2)","GLRX3",5.19,5.8,5.31,5.03,5.32,5.93,5.45,3.68,2.95,3.91,1,0,4.85618820487046,-0.01,0.99,1,-5.19,1.9188587127161
"Q99848","EBP2_HUMAN","Probable rRNA-processing protein EBP2 (EBNA1-binding protein 2) (Nucleolar protein p40)","EBNA1BP2",9.13,8.82,9.45,9.24,9.08,8.96,9.25,8.34,8.88,8.44,5,0,8.95834843465822,0.01,0.99,1,-5.19,0.57905167352556
"P62753","RS6_HUMAN","40S ribosomal protein S6 (Phosphoprotein NP33) (Small ribosomal subunit protein eS6)","RPS6",10.75,10.66,10.74,10.87,10.6,10.74,10.65,9.52,9.25,9.41,12,0,10.3193161419018,-0.01,0.99,1,-5.19,1.32324489872591
"P27105","STOM_HUMAN","Erythrocyte band 7 integral membrane protein (Protein 7.2b) (Stomatin)","STOM",6.11,6.05,6.01,6.08,6.14,5.76,6.26,5,5.25,5.13,1,0,5.77880652192411,0.01,0.99,1,-5.19,0.929729999452762
"Q9H307","PININ_HUMAN","Pinin (140 kDa nuclear and cell adhesion-related phosphoprotein) (Desmosome-associated protein) (Domain-rich serine protein) (DRS protein) (DRSP) (Melanoma metastasis clone A protein) (Nuclear protein SDK3) (SR-like protein)","PNN",9.2,9.02,9.03,9.08,9.05,9.13,9.08,8.39,8.5,8.44,12,0,8.89204572980088,-0.01,0.99,1,-5.19,0.640869377483488
"Q92688","AN32B_HUMAN","Acidic leucine-rich nuclear phosphoprotein 32 family member B (Acidic protein rich in leucines) (Putative HLA-DR-associated protein I-2) (PHAPI2) (Silver-stainable protein SSP29)","ANP32B",8.3,8.49,8.52,8.49,8.46,8.13,8.67,6.78,6.81,6.8,3,0,7.94580496283156,-0.01,0.99,1,-5.19,1.63942798986842
"Q8TEQ6","GEMI5_HUMAN","Gem-associated protein 5 (Gemin5)","GEMIN5",4.85,4.79,5.18,4.96,4.92,5.03,4.85,4.07,4.87,4.34,1,0,4.78670896909799,0.01,0.99,1,-5.19,0.51600356535715
"P24666","PPAC_HUMAN","Low molecular weight phosphotyrosine protein phosphatase (LMW-PTP) (LMW-PTPase) (EC 3.1.3.48) (Adipocyte acid phosphatase) (Low molecular weight cytosolic acid phosphatase) (EC 3.1.3.2) (Red cell acid phosphatase 1)","ACP1",7.14,7.56,7.64,7.31,7.47,7.51,7.49,5.16,5.6,5.69,4,0,6.85695372307787,-0.01,0.99,1,-5.19,1.9633168089622
"Q9BZJ0","CRNL1_HUMAN","Crooked neck-like protein 1 (Crooked neck homolog) (hCrn)","CRNKL1",7.73,7.85,7.9,7.78,7.95,7.73,7.86,6.73,6.93,6.79,4,0,7.52525042757734,0.01,0.99,1,-5.19,1.00601707615094
"O00159","MYO1C_HUMAN","Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb)","MYO1C",7.28,7.24,7.24,7.31,7.06,7.36,7.28,6.23,6.13,6.1,2,0,6.92266978445103,-0.01,0.99,1,-5.19,1.10310872339457
"O14735","CDIPT_HUMAN","CDP-diacylglycerol--inositol 3-phosphatidyltransferase (EC 2.7.8.11) (Phosphatidylinositol synthase) (PI synthase) (PtdIns synthase)","CDIPT",5.13,5.25,5.25,4.93,5.39,5.2,5.32,4.22,4.21,4.43,1,0,4.93383580754091,0.01,1,1,-5.19,0.925992133617965
"Q49A26","GLYR1_HUMAN","Putative oxidoreductase GLYR1 (EC 1.-.-.-) (3-hydroxyisobutyrate dehydrogenase-like protein) (Cytokine-like nuclear factor N-PAC) (Glyoxylate reductase 1 homolog) (Nuclear protein NP60) (Nuclear protein of 60 kDa)","GLYR1",7.44,7.54,7.47,7.44,7.55,7.46,7.46,6.27,6.4,6.27,2,0,7.12976397471043,0,1,1,-5.19,1.16845793705823
"O00194","RB27B_HUMAN","Ras-related protein Rab-27B (C25KG)","RAB27B",6.96,6.71,7.11,6.89,6.82,6.96,7.04,5.88,5.52,5.89,2,0,6.57572983140636,0,1,1,-5.19,1.1650801827329
"Q92817","EVPL_HUMAN","Envoplakin (210 kDa cornified envelope precursor protein) (210 kDa paraneoplastic pemphigus antigen) (p210)","EVPL",8.74,8.72,8.99,8.83,8.82,8.68,8.93,7.97,8.75,7.94,9,0,8.63704857723486,0,1,1,-5.19,0.596109108440302
"P78362","SRPK2_HUMAN","SRSF protein kinase 2 (EC 2.7.11.1) (SFRS protein kinase 2) (Serine/arginine-rich protein-specific kinase 2) (SR-protein-specific kinase 2) [Cleaved into: SRSF protein kinase 2 N-terminal; SRSF protein kinase 2 C-terminal]","SRPK2",7.89,7.7,7.67,7.82,7.62,7.84,7.73,6.88,6.71,6.69,2,0,7.45557726910529,0,1,1,-5.19,0.996042845794999
"O00541","PESC_HUMAN","Pescadillo homolog","PES1",7.78,7.37,7.78,7.7,7.57,7.66,7.65,6.47,6.49,6.34,5,0,7.2794624891757,0,1,1,-5.19,1.20962037322442
"P04844","RPN2_HUMAN","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit) (RIBIIR) (Ribophorin II) (RPN-II) (Ribophorin-2)","RPN2",9.29,9.41,9.25,9.31,9.34,9.3,9.32,7.99,7.71,7.7,6,0,8.86278079960901,0,1,1,-5.19,1.52210214402801
